assetname, module type, source, tags in array form
alpha centauri, marker, NASA, [marker, star, closest, pretty]
brown dwarfs, marker, NASA, [brown dwarfs, markers, pretty, Dean lecture, idk]
new horizons, 3d model, NASA resources, [new horizons, spacecraft, 3d model, dean lecture]
